Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity
551,2.749546279,Satkhira,Rabi,25,80,Danta,March,April to Aug,Sep,1515,32,18,75,85
210,3.814285714,Shariatpur,Rabi,25,80,Danta,March,April to Aug,Sep,801,32,18,75,85
875,4.837714286,Sherpur,Rabi,25,80,Danta,March,April to Aug,Sep,4233,32,18,75,85
290,5.355172414,Sirajganj,Rabi,25,80,Danta,March,April to Aug,Sep,1553,32,18,75,85
246,4.211382114,Sunamganj,Rabi,25,80,Danta,March,April to Aug,Sep,1036,32,18,75,85
185,1.983783784,Sylhet,Rabi,25,80,Danta,March,April to Aug,Sep,367,32,18,75,85
1906,2.61752361,Tangail,Rabi,25,80,Danta,March,April to Aug,Sep,4989,32,18,75,85
381,1.818897638,Thakurgaon,Rabi,25,80,Danta,March,April to Aug,Sep,693,32,18,75,85
164,0.8414634146,Bagerhat,Rabi,25,80,Danta Shak,March,April to Aug,Sep,138,32,18,75,85
103,1.145631068,Bandarban,Rabi,25,80,Danta Shak,March,April to Aug,Sep,118,32,18,75,85
101,2.217821782,Barguna,Rabi,25,80,Danta Shak,March,April to Aug,Sep,224,32,18,75,85
244,2.057377049,Barishal,Rabi,25,80,Danta Shak,March,April to Aug,Sep,502,32,18,75,85
90,0.9333333333,Bhola,Rabi,25,80,Danta Shak,March,April to Aug,Sep,84,32,18,75,85
141,2.255319149,Bogura,Rabi,25,80,Danta Shak,March,April to Aug,Sep,318,32,18,75,85
264,2.382575758,Brahmanbaria,Rabi,25,80,Danta Shak,March,April to Aug,Sep,629,32,18,75,85
117,1.205128205,Chandpur,Rabi,25,80,Danta Shak,March,April to Aug,Sep,141,32,18,75,85
235,1.676595745,Chapai Nawabganj,Rabi,25,80,Danta Shak,March,April to Aug,Sep,394,32,18,75,85
80,2,Chattogram,Rabi,25,80,Danta Shak,March,April to Aug,Sep,160,32,18,75,85
80,2.5125,Chuadanga,Rabi,25,80,Danta Shak,March,April to Aug,Sep,201,32,18,75,85
15,1.333333333,CoxsBazar,Rabi,25,80,Danta Shak,March,April to Aug,Sep,20,32,18,75,85
372,2.099462366,Cumilla,Rabi,25,80,Danta Shak,March,April to Aug,Sep,781,32,18,75,85
385,2.012987013,Dhaka,Rabi,25,80,Danta Shak,March,April to Aug,Sep,775,32,18,75,85
289,1.705882353,Dinajpur,Rabi,25,80,Danta Shak,March,April to Aug,Sep,493,32,18,75,85
542,2.333948339,Faridpur,Rabi,25,80,Danta Shak,March,April to Aug,Sep,1265,32,18,75,85
50,1.18,Feni,Rabi,25,80,Danta Shak,March,April to Aug,Sep,59,32,18,75,85
169,1.485207101,Gaibandha,Rabi,25,80,Danta Shak,March,April to Aug,Sep,251,32,18,75,85
157,1.50955414,Gazipur,Rabi,25,80,Danta Shak,March,April to Aug,Sep,237,32,18,75,85
357,1.826330532,Gopalganj,Rabi,25,80,Danta Shak,March,April to Aug,Sep,652,32,18,75,85
177,2.807909605,Habiganj,Rabi,25,80,Danta Shak,March,April to Aug,Sep,497,32,18,75,85
408,2.892156863,Jamalpur,Rabi,25,80,Danta Shak,March,April to Aug,Sep,1180,32,18,75,85
871,1.756601607,Jashore,Rabi,25,80,Danta Shak,March,April to Aug,Sep,1530,32,18,75,85
37,1.081081081,Jhallokati,Rabi,25,80,Danta Shak,March,April to Aug,Sep,40,32,18,75,85
401,3.478802993,Jhenaidah,Rabi,25,80,Danta Shak,March,April to Aug,Sep,1395,32,18,75,85
56,2.535714286,Joypurhat,Rabi,25,80,Danta Shak,March,April to Aug,Sep,142,32,18,75,85
232,1.74137931,Khagrachari,Rabi,25,80,Danta Shak,March,April to Aug,Sep,404,32,18,75,85
598,1.287625418,Khulna,Rabi,25,80,Danta Shak,March,April to Aug,Sep,770,32,18,75,85
251,2.358565737,Kishoreganj,Rabi,25,80,Danta Shak,March,April to Aug,Sep,592,32,18,75,85
261,1.597701149,Kurigram,Rabi,25,80,Danta Shak,March,April to Aug,Sep,417,32,18,75,85
525,3.763809524,Kushtia,Rabi,25,80,Danta Shak,March,April to Aug,Sep,1976,32,18,75,85
140,2.578571429,Lakshmipur,Rabi,25,80,Danta Shak,March,April to Aug,Sep,361,32,18,75,85
95,1.642105263,Lalmonirhat,Rabi,25,80,Danta Shak,March,April to Aug,Sep,156,32,18,75,85
12,1.166666667,Madaripur,Rabi,25,80,Danta Shak,March,April to Aug,Sep,14,32,18,75,85
94,1.680851064,Magura,Rabi,25,80,Danta Shak,March,April to Aug,Sep,158,32,18,75,85
93,2.548387097,Manikganj,Rabi,25,80,Danta Shak,March,April to Aug,Sep,237,32,18,75,85
77,4.545454545,Meherpur,Rabi,25,80,Danta Shak,March,April to Aug,Sep,350,32,18,75,85
256,2.05859375,Moulvibazar,Rabi,25,80,Danta Shak,March,April to Aug,Sep,527,32,18,75,85
132,2.28030303,Munshiganj,Rabi,25,80,Danta Shak,March,April to Aug,Sep,301,32,18,75,85
666,2.896396396,Mymensingh,Rabi,25,80,Danta Shak,March,April to Aug,Sep,1929,32,18,75,85
130,2.546153846,Naogaon,Rabi,25,80,Danta Shak,March,April to Aug,Sep,331,32,18,75,85
123,2,Narail,Rabi,25,80,Danta Shak,March,April to Aug,Sep,246,32,18,75,85
56,1.410714286,Narayanganj,Rabi,25,80,Danta Shak,March,April to Aug,Sep,79,32,18,75,85
141,1.645390071,Narsingdi,Rabi,25,80,Danta Shak,March,April to Aug,Sep,232,32,18,75,85
227,1.876651982,Natore,Rabi,25,80,Danta Shak,March,April to Aug,Sep,426,32,18,75,85
170,1.476470588,Netrokona,Rabi,25,80,Danta Shak,March,April to Aug,Sep,251,32,18,75,85
110,2.754545455,Nilphamari,Rabi,25,80,Danta Shak,March,April to Aug,Sep,303,32,18,75,85
116,1.620689655,Noakhali,Rabi,25,80,Danta Shak,March,April to Aug,Sep,188,32,18,75,85
388,1.729381443,Pabna,Rabi,25,80,Danta Shak,March,April to Aug,Sep,671,32,18,75,85
219,2.178082192,Panchagar,Rabi,25,80,Danta Shak,March,April to Aug,Sep,477,32,18,75,85
51,1.215686275,Patuakhali,Rabi,25,80,Danta Shak,March,April to Aug,Sep,62,32,18,75,85
124,1.508064516,Pirojpur,Rabi,25,80,Danta Shak,March,April to Aug,Sep,187,32,18,75,85
519,3.33911368,Rajbari,Rabi,25,80,Danta Shak,March,April to Aug,Sep,1733,32,18,75,85
125,2.84,Rajshahi,Rabi,25,80,Danta Shak,March,April to Aug,Sep,355,32,18,75,85
125,2.056,Rangamati,Rabi,25,80,Danta Shak,March,April to Aug,Sep,257,32,18,75,85
313,1.584664537,Rangpur,Rabi,25,80,Danta Shak,March,April to Aug,Sep,496,32,18,75,85
233,1.905579399,Satkhira,Rabi,25,80,Danta Shak,March,April to Aug,Sep,444,32,18,75,85
317,2.299684543,Shariatpur,Rabi,25,80,Danta Shak,March,April to Aug,Sep,729,32,18,75,85
45,2.044444444,Sherpur,Rabi,25,80,Danta Shak,March,April to Aug,Sep,92,32,18,75,85
173,1.797687861,Sirajganj,Rabi,25,80,Danta Shak,March,April to Aug,Sep,311,32,18,75,85
98,3.06122449,Sunamganj,Rabi,25,80,Danta Shak,March,April to Aug,Sep,300,32,18,75,85
224,1.736607143,Sylhet,Rabi,25,80,Danta Shak,March,April to Aug,Sep,389,32,18,75,85
477,2.320754717,Tangail,Rabi,25,80,Danta Shak,March,April to Aug,Sep,1107,32,18,75,85
187,1.475935829,Thakurgaon,Rabi,25,80,Danta Shak,March,April to Aug,Sep,276,32,18,75,85
2070,1.075362319,Bagerhat,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,2226,35,6,60,85
0,#DIV/0!,Bandarban,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,0,35,6,60,85
2215,0.376523702,Barguna,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,834,35,6,60,85
823,2.430133657,Barishal,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,2000,35,6,60,85
1020,1.060784314,Bhola,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,1082,35,6,60,85
1550,3.38,Bogura,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,5239,35,6,60,85
42,2.5,Brahmanbaria,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,105,35,6,60,85
1266,3.132701422,Chandpur,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,3966,35,6,60,85
52,10.05769231,Chapai Nawabganj,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,523,35,6,60,85
831,3.530685921,Chattogram,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,2934,35,6,60,85
1350,3.862962963,Chuadanga,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,5215,35,6,60,85
80,4.225,CoxsBazar,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,338,35,6,60,85
934,0.5471092077,Cumilla,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,511,35,6,60,85
100,2.36,Dhaka,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,236,35,6,60,85
300,1.676666667,Dinajpur,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,503,35,6,60,85
2250,1.876888889,Faridpur,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,4223,35,6,60,85
600,3.236666667,Feni,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,1942,35,6,60,85
351,0.6296296296,Gaibandha,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,221,35,6,60,85
525,2.502857143,Gazipur,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,1314,35,6,60,85
2319,1.278568348,Gopalganj,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,2965,35,6,60,85
0,#DIV/0!,Habiganj,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,0,35,6,60,85
60,1.683333333,Jamalpur,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,101,35,6,60,85
5025,1.91880597,Jashore,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,9642,35,6,60,85
800,1.055,Jhallokati,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,844,35,6,60,85
4430,2.12979684,Jhenaidah,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,9435,35,6,60,85
340,3.182352941,Joypurhat,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,1082,35,6,60,85
110,3.436363636,Khagrachari,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,378,35,6,60,85
2450,1.186530612,Khulna,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,2907,35,6,60,85
94,0.5,Kishoreganj,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,47,35,6,60,85
100,2.37,Kurigram,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,237,35,6,60,85
940,3.836170213,Kushtia,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,3606,35,6,60,85
1350,2.622222222,Lakshmipur,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,3540,35,6,60,85
40,3.525,Lalmonirhat,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,141,35,6,60,85
2670,2.178651685,Madaripur,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,5817,35,6,60,85
1000,1.652,Magura,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,1652,35,6,60,85
1100,2.475454545,Manikganj,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,2723,35,6,60,85
160,1.6125,Meherpur,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,258,35,6,60,85
0,#DIV/0!,Moulvibazar,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,0,35,6,60,85
270,1.314814815,Munshiganj,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,355,35,6,60,85
2016,1.437003968,Mymensingh,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,2897,35,6,60,85
1584,2.331439394,Naogaon,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,3693,35,6,60,85
1000,1.076,Narail,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,1076,35,6,60,85
90,3.022222222,Narayanganj,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,272,35,6,60,85
150,1.74,Narsingdi,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,261,35,6,60,85
406,58.55665025,Natore,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,23774,35,6,60,85
10,1.1,Netrokona,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,11,35,6,60,85
50,2.12,Nilphamari,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,106,35,6,60,85
625,2.4176,Noakhali,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,1511,35,6,60,85
1500,2.006,Pabna,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,3009,35,6,60,85
20,1.05,Panchagar,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,21,35,6,60,85
751,3.525965379,Patuakhali,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,2648,35,6,60,85
2169,1.087597971,Pirojpur,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,2359,35,6,60,85
9772,0.3104789194,Rajbari,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,3034,35,6,60,85
2831,5.708583539,Rajshahi,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,16161,35,6,60,85
232,1.284482759,Rangamati,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,298,35,6,60,85
100,3.76,Rangpur,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,376,35,6,60,85
3250,1.236923077,Satkhira,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,4020,35,6,60,85
1092,2.317765568,Shariatpur,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,2531,35,6,60,85
40,4.525,Sherpur,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,181,35,6,60,85
44,11.25,Sirajganj,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,495,35,6,60,85
0,#DIV/0!,Sunamganj,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,0,35,6,60,85
1,12,Sylhet,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,12,35,6,60,85
750,2.38,Tangail,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,1785,35,6,60,85
300,0.2933333333,Thakurgaon,Kharif 1,20.5,72.5,Date Palm,April,No need to do,Feb to March,88,35,6,60,85
149,1.355704698,Bagerhat,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,202,30,20,65,70
72,1.902777778,Bandarban,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,137,30,20,65,70
32,1.03125,Barguna,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,33,30,20,65,70
328,1.384146341,Barishal,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,454,30,20,65,70
1359,1.818984547,Bhola,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,2472,30,20,65,70
856,1.73364486,Bogura,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,1484,30,20,65,70
809,1.556242274,Brahmanbaria,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,1259,30,20,65,70
1069,1.768007484,Chandpur,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,1890,30,20,65,70
6068,1.802735662,Chapai Nawabganj,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,10939,30,20,65,70
94,1.042553191,Chattogram,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,98,30,20,65,70
796,2.971105528,Chuadanga,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,2365,30,20,65,70
12,0.75,CoxsBazar,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,9,30,20,65,70
698,1.893982808,Cumilla,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,1322,30,20,65,70
1673,2.571428571,Dhaka,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,4302,30,20,65,70
11051,3.114378789,Dinajpur,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,34417,30,20,65,70
5801,1.564040683,Faridpur,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,9073,30,20,65,70
28,2.25,Feni,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,63,30,20,65,70
729,1.249657064,Gaibandha,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,911,30,20,65,70
358,0.7737430168,Gazipur,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,277,30,20,65,70
403,2.744416873,Gopalganj,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,1106,30,20,65,70
93,2.053763441,Habiganj,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,191,30,20,65,70
1207,1.965202983,Jamalpur,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,2372,30,20,65,70
1320,2.806060606,Jashore,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,3704,30,20,65,70
27,0.8148148148,Jhallokati,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,22,30,20,65,70
3936,2.854166667,Jhenaidah,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,11234,30,20,65,70
304,2.552631579,Joypurhat,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,776,30,20,65,70
48,0.9375,Khagrachari,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,45,30,20,65,70
133,1.714285714,Khulna,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,228,30,20,65,70
1062,2.531073446,Kishoreganj,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,2688,30,20,65,70
588,1.411564626,Kurigram,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,830,30,20,65,70
3518,2.637293917,Kushtia,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,9278,30,20,65,70
213,0.9577464789,Lakshmipur,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,204,30,20,65,70
623,1.898876404,Lalmonirhat,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,1183,30,20,65,70
7523,2.997341486,Madaripur,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,22549,30,20,65,70
2649,3.234428086,Magura,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,8568,30,20,65,70
1543,1.458846403,Manikganj,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,2251,30,20,65,70
1553,3.748229234,Meherpur,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,5821,30,20,65,70
55,1.781818182,Moulvibazar,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,98,30,20,65,70
277,1.498194946,Munshiganj,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,415,30,20,65,70
1020,2.123529412,Mymensingh,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,2166,30,20,65,70
2762,2.691527878,Naogaon,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,7434,30,20,65,70
353,2.518413598,Narail,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,889,30,20,65,70
170,1.005882353,Narayanganj,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,171,30,20,65,70
163,1.128834356,Narsingdi,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,184,30,20,65,70
48842,3.022705868,Natore,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,147635,30,20,65,70
735,2.402721088,Netrokona,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,1766,30,20,65,70
1231,2.776604387,Nilphamari,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,3418,30,20,65,70
272,2.161764706,Noakhali,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,588,30,20,65,70
24559,2.829268293,Pabna,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,69484,30,20,65,70
1667,2.778644271,Panchagar,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,4632,30,20,65,70
305,0.8196721311,Patuakhali,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,250,30,20,65,70
66,1.242424242,Pirojpur,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,82,30,20,65,70
14460,2.543706777,Rajbari,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,36782,30,20,65,70
12373,4.176351734,Rajshahi,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,51674,30,20,65,70
49,1.673469388,Rangamati,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,82,30,20,65,70
2077,1.962927299,Rangpur,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,4077,30,20,65,70
647,2.591962906,Satkhira,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,1677,30,20,65,70
2835,2.77989418,Shariatpur,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,7881,30,20,65,70
449,1.844097996,Sherpur,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,828,30,20,65,70
2060,2.194174757,Sirajganj,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,4520,30,20,65,70
197,2.720812183,Sunamganj,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,536,30,20,65,70
108,1.444444444,Sylhet,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,156,30,20,65,70
2835,2.77989418,Tangail,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,7881,30,20,65,70
739,2.090663058,Thakurgaon,Kharif 2,25,67.5,Garlic,Oct,Nov to Jan,Feb,1545,30,20,65,70
18,1.555555556,Bagerhat,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,28,25,15,60,75
1553,2.542820348,Bandarban,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,3949,25,15,60,75
0,#DIV/0!,Barguna,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,0,25,15,60,75
0,#DIV/0!,Barishal,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,0,25,15,60,75
0,#DIV/0!,Bhola,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,0,25,15,60,75
361,4.216066482,Bogura,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,1522,25,15,60,75
76,2.092105263,Brahmanbaria,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,159,25,15,60,75
2,3,Chandpur,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,6,25,15,60,75
0,#DIV/0!,Chapai Nawabganj,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,0,25,15,60,75
1750,4.733142857,Chattogram,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,8283,25,15,60,75
30,2.633333333,Chuadanga,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,79,25,15,60,75
160,2.4125,CoxsBazar,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,386,25,15,60,75
112,1.8125,Cumilla,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,203,25,15,60,75
16,5.375,Dhaka,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,86,25,15,60,75
315,3.117460317,Dinajpur,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,982,25,15,60,75
26,1.5,Faridpur,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,39,25,15,60,75
14,1.214285714,Feni,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,17,25,15,60,75
394,1.92893401,Gaibandha,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,760,25,15,60,75
587,2.173764906,Gazipur,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,1276,25,15,60,75
31,1.387096774,Gopalganj,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,43,25,15,60,75
120,2.841666667,Habiganj,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,341,25,15,60,75
493,3.894523327,Jamalpur,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,1920,25,15,60,75
58,2.810344828,Jashore,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,163,25,15,60,75
0,#DIV/0!,Jhallokati,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,0,25,15,60,75
91,2.791208791,Jhenaidah,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,254,25,15,60,75
111,3.297297297,Joypurhat,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,366,25,15,60,75
4346,2.783939254,Khagrachari,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,12099,25,15,60,75
55,1.727272727,Khulna,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,95,25,15,60,75
199,2.537688442,Kishoreganj,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,505,25,15,60,75
454,2.850220264,Kurigram,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,1294,25,15,60,75
76,3.907894737,Kushtia,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,297,25,15,60,75
5,1,Lakshmipur,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,5,25,15,60,75
528,4.857954545,Lalmonirhat,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,2565,25,15,60,75
0,#DIV/0!,Madaripur,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,0,25,15,60,75
25,2.72,Magura,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,68,25,15,60,75
171,1.50877193,Manikganj,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,258,25,15,60,75
15,2,Meherpur,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,30,25,15,60,75
233,3.201716738,Moulvibazar,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,746,25,15,60,75
0,#DIV/0!,Munshiganj,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,0,25,15,60,75
918,2.540305011,Mymensingh,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,2332,25,15,60,75
188,3.468085106,Naogaon,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,652,25,15,60,75
66,2.393939394,Narail,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,158,25,15,60,75
18,1.055555556,Narayanganj,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,19,25,15,60,75
205,1.32195122,Narsingdi,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,271,25,15,60,75
63,1.666666667,Natore,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,105,25,15,60,75
130,2.338461538,Netrokona,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,304,25,15,60,75
2820,3.50035461,Nilphamari,Rabi,20,67.5,Ginger,Oct,Nov to March,March to April,9871,25,15,60,75
